listing_id,city,source,listing_name,neighbourhood,district,latitude,longitude,dist_km,dist_zone,dist_zone_encoded,host_id,host_since,host_tenure_days,host_is_superhost,is_superhost_int,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_multi_listing,host_has_profile_pic,host_identity_verified,host_type,property_type,room_type,room_type_encoded,is_entire_home,person_capacity,bedrooms,capacity_per_bedroom,beds,amenity_count,minimum_nights,maximum_nights,instant_bookable,instant_bookable_int,price_eur,log_price,availability_30,availability_60,availability_90,availability_365,availability_pressure,number_of_reviews,number_of_reviews_ltm,review_velocity_l30d,reviews_per_month,reviews_2024,reviews_2025,review_growth_24_25,review_scores_rating,review_scores_rating_norm,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_composite,estimated_occupancy_l365d,estimated_revenue_l365d,at_risk_host,license,kaggle_median_dist_km,kaggle_median_metro_dist_km,kaggle_median_attraction_norm,kaggle_median_restaurant_norm,kaggle_median_lifestyle,kaggle_median_satisfaction,kaggle_median_cleanliness,weekend_premium_pct,amenities_raw,listing_sentiment_score,has_sentiment,has_occupancy,has_revenue,original_row_source,enrichment_source_paris_iab_2025,paris_iab_2025_overlap,source_vintage,number_of_reviews_l30d,number_of_reviews_ly,calculated_host_listings_count,availability_365_calendar,availability_30_calendar,availability_60_calendar,availability_90_calendar,estimated_occupancy_l365d_calendar_proxy,price_eur_estimated,price_source,revenue_source,host_risk_score,xgb_price_training_eligible,prophet_training_eligible,sentiment_city_comparable,predicted_price_eur,actual_price_eur,underpricing_gap_eur,is_underpriced
51611241,athens,inside_airbnb,CentraL44 OmG CaSuAl SuItE@ermou str.,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.976295,23.729813,0.4459676135216279,centre_0_1km,3,175796661,2018-02-28,2767.0,False,0,within an hour,1.0,1.0,5.0,1.0,1,True,professional,Room in aparthotel,Entire home/apt,2,1.0,3,1.0,3.0,1,37.0,2,1125,True,1.0,95.0,4.564348191467836,7.0,31.0,59.0,331.0,34.0,5.0,0.0,0.0,0.11,3.0,0.0,-1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,0.0,1.0,1055800,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Bidet"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Bed linens"", ""Sauna"", ""Hair dryer"", ""Hot water kettle"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Iron"", ""Dishes and silverware"", ""Coffee maker"", ""Keypad"", ""Cleaning available during stay"", ""Clothing storage"", ""Hot water"", ""First aid kit"", ""Elevator"", ""Microwave"", ""Drying rack for clothing"", ""Air conditioning"", ""Fire extinguisher"", ""39 inch HDTV with Netflix"", ""Mini fridge"", ""Cleaning products"", ""Wifi"", ""Heating"", ""Single level home"", ""Body soap"", ""City skyline view"", ""Coffee"", ""Shower gel"", ""Private patio or balcony"", ""Self check-in""]",0.1364199999999999,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,0,1,115.88,95.0,20.88,1
51615125,athens,inside_airbnb,Luxury Apartment in Plaka D,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.974339,23.729395,0.4910373059395883,centre_0_1km,3,20104194,2014-08-16,4059.0,True,1,within an hour,1.0,1.0,140.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,3,1.0,3.0,1,47.0,1,1125,True,1.0,90.0,4.51085950651685,11.0,31.0,46.0,307.0,58.0,68.0,12.0,0.0,1.36,21.0,5.0,-0.7619047619047619,4.87,0.974,4.88,4.87,4.88,4.94,5.0,4.84,9.7943,72.0,6480.0,1.0,00003041244,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Bed linens"", ""Dishwasher"", ""Room-darkening shades"", ""Smoke alarm"", ""Stove"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Books and reading material"", ""Long term stays allowed"", ""Shampoo"", ""Iron"", ""Dishes and silverware"", ""Coffee maker: Nespresso"", ""Dryer"", ""Conditioner"", ""Hot water"", ""43 inch TV with Netflix"", ""Wifi \u2013 42 Mbps"", ""Paid street parking off premises"", ""First aid kit"", ""Elevator"", ""Drying rack for clothing"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Mini fridge"", ""Cleaning products"", ""Washer"", ""Heating"", ""Toaster"", ""Lockbox"", ""Body soap"", ""Dining table"", ""Baking sheet"", ""Coffee"", ""Shower gel"", ""Carbon monoxide alarm"", ""Crib"", ""Self check-in""]",0.67198,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,111.82,90.0,21.82,1
51633989,athens,inside_airbnb,Two bedroom Apt in Syntagma - Ermou area,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97549,23.73137,0.3006486533283454,centre_0_1km,3,15824213,2014-05-21,4146.0,True,1,within an hour,1.0,1.0,18.0,1.0,1,True,professional,Entire condo,Entire home/apt,2,1.0,5,2.0,2.5,2,54.0,1,1125,True,1.0,176.0,5.176149732573829,17.0,43.0,62.0,321.0,44.0,45.0,9.0,0.0,0.94,5.0,6.0,0.2,4.87,0.974,4.89,4.98,4.89,4.91,4.96,4.8,9.8,54.0,9504.0,1.0,00002001580,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Bidet"", ""Dedicated workspace"", ""Game console: Xbox 360"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Housekeeping available 1 day a week"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Bed linens"", ""High chair"", ""Dishwasher"", ""Room-darkening shades"", ""Smoke alarm"", ""Stainless steel induction stove"", ""Private patio or balcony"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Coffee maker: Nespresso"", ""47 inch HDTV"", ""Hot water"", ""First aid kit"", ""Elevator"", ""Ethernet connection"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Cleaning products"", ""Wifi"", ""Heating"", ""Freezer"", ""Toaster"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Body soap"", ""Window AC unit"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""Baking sheet"", ""Dining table"", ""Coffee"", ""Shower gel"", ""Carbon monoxide alarm"", ""Crib"", ""Self check-in""]",0.547775,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,203.77,176.0,27.77,1
51648340,athens,inside_airbnb,"Luxury flat in Hilton, Athens, 3' from Metro, VFM",ΙΛΙΣΙΑ,,37.97615,23.75158,1.4725699178420066,near_1_3km,2,418406263,2021-08-14,1504.0,False,0,within an hour,0.83,0.98,4.0,1.0,1,True,semi_professional,Entire condo,Entire home/apt,2,1.0,4,1.0,4.0,2,36.0,2,365,True,1.0,54.0,4.007333185232471,1.0,28.0,58.0,333.0,32.0,32.0,0.0,0.0,0.64,2.0,0.0,-1.0,4.56,0.912,4.5,4.63,4.72,4.66,4.91,4.47,9.2714,0.0,0.0,1.0,00001289924,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Ceiling fan"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Dishes and silverware"", ""32 inch HDTV"", ""Hot water"", ""Elevator"", ""Drying rack for clothing"", ""Mosquito net"", ""Air conditioning"", ""Electric stove"", ""Mini fridge"", ""Cleaning products"", ""Wifi"", ""Washer"", ""Lockbox"", ""Body soap"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Baking sheet"", ""Shower gel"", ""Self check-in""]",0.171385,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,0,1,73.08,54.0,19.08,1
51700264,athens,inside_airbnb,Athens Historical Centre 2 Bedroom Apt.,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97596,23.72555,0.812390881999482,centre_0_1km,3,418849765,2021-08-17,1501.0,True,1,within an hour,1.0,1.0,2.0,1.0,1,True,professional,Entire condo,Entire home/apt,2,1.0,6,2.0,3.0,2,60.0,2,90,True,1.0,117.0,4.770684624465665,6.0,29.0,49.0,265.0,100.0,145.0,30.0,2.0,3.59,42.0,18.0,-0.5714285714285714,4.82,0.964,4.89,4.9,4.9,4.94,4.95,4.83,9.78,180.0,21060.0,0.0,00001527936,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Free washer \u2013 In building"", ""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Bed linens"", ""Room-darkening shades"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Books and reading material"", ""Clothing storage: closet and wardrobe"", ""Long term stays allowed"", ""Stainless steel electric stove"", ""Shampoo"", ""Extra pillows and blankets"", ""Safe"", ""Table corner guards"", ""Iron"", ""Dishes and silverware"", ""Stainless steel oven"", ""Babysitter recommendations"", ""Conditioner"", ""Hot water"", ""42 inch HDTV with Netflix"", ""First aid kit"", ""Elevator"", ""Ethernet connection"", ""Drying rack for clothing"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Paid parking lot off premises"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Free street parking"", ""Fire extinguisher"", ""Laundromat nearby"", ""Cleaning products"", ""Wifi"", ""Heating"", ""Coffee maker: espresso machine, french press, Nespresso"", ""Freezer"", ""Single level home"", ""Lockbox"", ""Body soap"", ""Free dryer"", ""Pack \u2019n play/Travel crib"", ""Board games"", ""Baking sheet"", ""Dining table"", ""Shower gel"", ""Outlet covers"", ""Coffee"", ""Self check-in""]",0.5729550000000001,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,218.5,117.0,101.5,1
51781998,athens,inside_airbnb,Athenian Aura Kolonaki - Feel Athens City Center,ΚΟΛΩΝΑΚΙ,,37.975899,23.744093,0.8157557971632381,centre_0_1km,3,261736001,2019-05-14,2327.0,True,1,within an hour,0.94,0.99,6.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,3,1.0,3.0,2,31.0,1,1125,True,1.0,67.0,4.219507705176107,16.0,43.0,70.0,250.0,115.0,51.0,5.0,1.0,1.16,5.0,3.0,-0.4,4.94,0.988,4.94,4.92,4.94,5.0,4.96,4.86,9.8743,30.0,2010.0,0.0,00000850772,0.6890772850176174,0.3926055161832819,9.78871018474059,14.38145457028584,11.200544925993622,97.0,10.0,2.812330989724168,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Refrigerator"", ""Bed linens"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Shampoo"", ""Iron"", ""Dishes and silverware"", ""Hot water"", ""Ethernet connection"", ""TV"", ""Air conditioning"", ""Electric stove"", ""Mini fridge"", ""Wifi"", ""Heating"", ""Freezer"", ""Free washer \u2013 In unit"", ""Single level home"", ""Lockbox"", ""Coffee maker: espresso machine"", ""Shower gel"", ""Crib"", ""Self check-in""]",0.788555,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,131.82,67.0,64.82,1
51819619,athens,inside_airbnb,Central Athens Large Renovated 2-BR Apt - Pangrati,ΙΛΙΣΙΑ,,37.97354,23.75192,1.5163671026142578,near_1_3km,2,2713606,2012-06-22,4844.0,True,1,within an hour,1.0,0.98,1.0,0.0,1,True,casual,Entire condo,Entire home/apt,2,1.0,4,2.0,2.0,3,40.0,3,730,False,0.0,74.0,4.31748811353631,10.0,37.0,63.0,263.0,102.0,54.0,15.0,4.0,1.09,18.0,10.0,-0.4444444444444444,4.94,0.988,4.98,4.98,4.98,5.0,4.94,4.91,9.9229,90.0,6660.0,0.0,1284537,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Refrigerator"", ""Bed linens"", ""Heating - split type ductless system"", ""Room-darkening shades"", ""Dishwasher"", ""Stove"", ""Hair dryer"", ""Cooking basics"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Dishes and silverware"", ""Coffee maker"", ""AC - split type ductless system"", ""Clothing storage"", ""Conditioner"", ""Hot water"", ""First aid kit"", ""Microwave"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Cleaning products"", ""Wifi"", ""65 inch HDTV with Amazon Prime Video, Netflix"", ""Freezer"", ""Free washer \u2013 In unit"", ""Toaster"", ""Body soap"", ""Single level home"", ""Lockbox"", ""Blender"", ""Self check-in""]",0.7853049999999999,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,104.28,74.0,30.28,1
51837446,athens,inside_airbnb,Athenian Living Suites - Cosy apartment,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97893,23.72396,1.023818644110933,near_1_3km,2,159865487,2017-11-23,2864.0,False,0,,,1.0,4.0,1.0,1,True,semi_professional,Entire rental unit,Entire home/apt,2,1.0,2,1.0,2.0,0,39.0,2,365,True,1.0,91.0,4.5217885770490405,4.0,18.0,46.0,309.0,56.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,00001246850,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Bidet"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Refrigerator"", ""Bed linens"", ""Room-darkening shades"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Books and reading material"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Dishes and silverware"", ""Clothing storage"", ""Private entrance"", ""Host greets you"", ""Conditioner"", ""Hot water"", ""TV"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Laundromat nearby"", ""Mini fridge"", ""Wifi"", ""Heating"", ""Freezer"", ""Toaster"", ""Body soap"", ""Coffee maker: espresso machine"", ""Dining table"", ""Coffee"", ""Shower gel""]",,0,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,0,1,107.85,91.0,16.85,1
52098624,athens,inside_airbnb,studio spot,ΚΕΡΑΜΕΙΚΟΣ,,37.9795904,23.7174246,1.5894150270952303,near_1_3km,2,421817137,2021-09-06,1481.0,False,0,,,,1.0,0.0,1,True,casual,Entire place,Entire home/apt,2,1.0,2,1.0,2.0,1,26.0,4,40,False,0.0,50.0,3.9318256327243257,27.0,57.0,87.0,362.0,3.0,1.0,0.0,0.0,0.06,1.0,0.0,-1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,00001834186,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Outdoor furniture"", ""Bed linens"", ""Heating - split type ductless system"", ""Hair dryer"", ""Hot water kettle"", ""Smoking allowed"", ""Essentials"", ""Books and reading material"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""AC - split type ductless system"", ""Portable heater"", ""Hot water"", ""First aid kit"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Mini fridge"", ""Cleaning products"", ""Wifi"", ""Body soap"", ""Coffee maker: drip coffee maker"", ""Board games"", ""Coffee"", ""Shower gel""]",-0.6467,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,0,1,73.7,50.0,23.7,1
52161410,athens,inside_airbnb,Ourania by Heloni Apartments,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.968,23.72478,1.2111713300702218,near_1_3km,2,184971311,2018-04-18,2718.0,True,1,within an hour,1.0,1.0,19.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,7,3.0,2.333333333333333,3,55.0,1,365,True,1.0,180.0,5.198497031265826,1.0,17.0,43.0,309.0,56.0,97.0,10.0,0.0,1.99,20.0,6.0,-0.7,4.87,0.974,4.82,4.87,4.88,4.79,4.96,4.82,9.7171,60.0,10800.0,1.0,00002984553,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Dedicated workspace"", ""Resort view"", ""Kitchen"", ""Oven"", ""Wine glasses"", ""Outdoor furniture"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""High chair"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Dishes and silverware"", ""Patio or balcony"", ""Coffee maker: drip coffee maker, espresso machine"", ""Conditioner"", ""Hot water"", ""First aid kit"", ""Elevator"", ""Microwave"", ""Ethernet connection"", ""Drying rack for clothing"", ""TV"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Wifi"", ""Outdoor dining area"", ""Breakfast"", ""Heating"", ""Toaster"", ""Free washer \u2013 In unit"", ""Single level home"", ""Body soap"", ""Lockbox"", ""City skyline view"", ""Dining table"", ""Baking sheet"", ""Blender"", ""Coffee"", ""Shower gel"", ""Self check-in""]",0.6893,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,215.1,180.0,35.1,1
52252946,athens,inside_airbnb,Modern Hospitality- apt near Children's Hospital,ΓΟΥΔΙ,,37.986717,23.766802,3.06964906631709,mid_3_5km,1,260748138,2019-05-09,2332.0,False,0,within an hour,1.0,1.0,2.0,1.0,1,True,professional,Entire condo,Entire home/apt,2,1.0,6,2.0,3.0,4,47.0,2,30,True,1.0,75.0,4.330733340286331,20.0,50.0,80.0,355.0,10.0,16.0,7.0,0.0,0.36,4.0,4.0,0.0,4.75,0.95,5.0,4.81,5.0,5.0,4.75,4.75,9.7314,42.0,3150.0,1.0,00002598762,3.553739895835324,0.4245427152321922,1.801410715167278,1.367324756472911,1.8395494364667675,98.0,10.0,-1.849568434032048,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Heating - split type ductless system"", ""Room-darkening shades"", ""Private patio or balcony"", ""Hair dryer"", ""Hot water kettle"", ""Backyard"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Stainless steel electric stove"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Clothing storage: wardrobe"", ""Crib - available upon request"", ""Dishes and silverware"", ""Stainless steel oven"", ""Baby bath"", ""Coffee maker: drip coffee maker, espresso machine"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Wifi"", ""Free washer \u2013 In unit"", ""Lockbox"", ""Body soap"", ""40 inch TV"", ""Window AC unit"", ""Pack \u2019n play/Travel crib"", ""Baking sheet"", ""Blender"", ""Dining table"", ""Shower gel"", ""Coffee"", ""Self check-in""]",0.26590625,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,90.31,75.0,15.31,1
52262995,athens,inside_airbnb,Markos cosy studio,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,,37.9846,23.73416,1.013427437960729,near_1_3km,2,215808839,2018-09-17,2566.0,True,1,within an hour,1.0,1.0,1.0,0.0,1,True,casual,Entire condo,Entire home/apt,2,1.0,4,1.0,4.0,2,22.0,4,365,False,0.0,46.0,3.8501476017100575,20.0,50.0,80.0,355.0,10.0,78.0,16.0,1.0,1.61,22.0,13.0,-0.4090909090909091,4.9,0.98,4.9,4.88,4.94,4.97,4.79,4.87,9.7857,128.0,5888.0,1.0,00002804296,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Portable fans"", ""Iron"", ""Dishes and silverware"", ""Coffee maker"", ""Game console"", ""Patio or balcony"", ""Hot water"", ""First aid kit"", ""Ethernet connection"", ""TV"", ""Air conditioning"", ""Paid parking off premises"", ""Wifi"", ""Washer"", ""Heating""]",0.3183049999999999,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,61.57,46.0,15.57,1
52300715,athens,inside_airbnb,Athens SmArt Stay Apartment,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,,37.98974,23.72259,1.91111985192606,near_1_3km,2,266097571,2019-06-03,2307.0,False,0,within an hour,1.0,1.0,4.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,4,1.0,4.0,3,57.0,1,1125,False,0.0,46.0,3.8501476017100575,26.0,56.0,86.0,361.0,4.0,10.0,1.0,0.0,0.22,0.0,1.0,1.0,4.1,0.82,4.5,4.4,4.7,4.9,3.9,4.5,8.8571,6.0,276.0,1.0,00003149389,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Hangers"", ""Clothing storage: closet"", ""Kitchen"", ""Oven"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor furniture"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""32 inch HDTV with Amazon Prime Video, Disney+, Fire TV, Netflix, standard cable"", ""Room-darkening shades"", ""Smoke alarm"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Books and reading material"", ""Portable fans"", ""Long term stays allowed"", ""Shampoo"", ""Extra pillows and blankets"", ""Iron"", ""Crib - available upon request"", ""Dishes and silverware"", ""Exercise equipment: free weights"", ""Coffee maker"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""AC - split type ductless system"", ""Private entrance"", ""Hot water"", ""Elevator"", ""Microwave"", ""Ethernet connection"", ""Drying rack for clothing"", ""Free street parking"", ""Fire extinguisher"", ""Electric stove"", ""Laundromat nearby"", ""Cleaning products"", ""Wifi"", ""Outdoor dining area"", ""Washer"", ""Freezer"", ""Toaster"", ""Exterior security cameras on property"", ""Body soap"", ""Board games"", ""Dining table"", ""Shower gel"", ""Private patio or balcony""]",0.19704,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,1,1,61.92,46.0,15.92,1
52436470,athens,inside_airbnb,"Urban apartment next to Acropolis, Dimitrakopoulou",ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.9631,23.7194,1.929641718860379,near_1_3km,2,240367992,2019-02-01,2429.0,False,0,within an hour,0.96,1.0,13.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,2,1.0,2.0,1,14.0,1,1125,True,1.0,41.0,3.737669618283368,4.0,34.0,64.0,339.0,26.0,33.0,0.0,0.0,0.68,3.0,0.0,-1.0,4.09,0.818,4.06,4.39,4.42,4.42,4.48,4.15,8.5743,0.0,0.0,1.0,00001356457,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Essentials"", ""Wifi"", ""Washer"", ""Kitchen"", ""Toaster"", ""Iron"", ""Lockbox"", ""TV"", ""Refrigerator"", ""Bed linens"", ""Self check-in"", ""Stove"", ""Crib"", ""Hot water""]",0.31808,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,1.0,1,0,1,57.27,41.0,16.27,1
52566623,athens,inside_airbnb,"OLD ATHENS  Thission  ""Bronze & Copper Room""",ΘΗΣΕΙΟ,,37.97862,23.72152,1.2145957015492108,near_1_3km,2,424307907,2021-09-23,1464.0,True,1,within an hour,1.0,1.0,2.0,1.0,1,True,professional,Entire rental unit,Entire home/apt,2,1.0,3,1.0,3.0,1,51.0,2,365,False,0.0,70.0,4.262679877041316,4.0,22.0,52.0,327.0,38.0,210.0,69.0,7.0,4.59,69.0,50.0,-0.2753623188405797,4.97,0.994,4.93,4.98,5.0,5.0,4.95,4.92,9.9286,255.0,17850.0,0.0,1382939,1.7417335009687442,0.4302952314329889,4.270962339479569,6.546953598355973,5.4171495922396575,97.0,10.0,-0.7681564245810075,"[""Free washer \u2013 In building"", ""Hangers"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Resort access"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Bed linens"", ""High chair"", ""Private patio or balcony"", ""Room-darkening shades"", ""Smoke alarm"", ""Hair dryer"", ""Hot water kettle"", ""Morris refrigerator"", ""Cooking basics"", ""Essentials"", ""Shampoo"", ""Extra pillows and blankets"", ""Safe"", ""Iron"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Hot water"", ""42 inch HDTV with Netflix"", ""Sun loungers"", ""First aid kit"", ""Smart lock"", ""Microwave"", ""Drying rack for clothing"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Free dryer \u2013 In building"", ""Courtyard view"", ""Garden view"", ""Cleaning products"", ""Wifi"", ""Outdoor dining area"", ""Heating"", ""Freezer"", ""Toaster"", ""Exterior security cameras on property"", ""Window AC unit"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Pack \u2019n play/Travel crib"", ""Window guards"", ""Shower gel"", ""Carbon monoxide alarm"", ""Self check-in""]",0.7183650000000001,1,1,1,inside_airbnb,0,0,IAB_Athens_Sept2025,,,,,,,,,0,,,0.0,1,1,1,114.27,70.0,44.27,1
