listing_id,neighbourhood,risk_probability,high_risk_flag,risk_band
29631361,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.5552,0,Moderate
29631761,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9771,1,High
29647110,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9735,1,High
29672149,ΝΕΟΣ ΚΟΣΜΟΣ,0.9807,1,High
29676377,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.751,1,High
29677141,ΚΟΛΩΝΑΚΙ,0.9674,1,High
29701261,ΚΕΡΑΜΕΙΚΟΣ,0.9869,1,High
29701262,ΚΕΡΑΜΕΙΚΟΣ,0.399,0,Low
29702873,ΓΟΥΔΙ,0.1797,0,Low
29705003,ΑΜΠΕΛΟΚΗΠΟΙ,0.989,1,High
29705339,ΓΟΥΔΙ,0.9152,1,High
29706436,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.7651,1,High
29723696,ΝΕΟΣ ΚΟΣΜΟΣ,0.2705,0,Low
29724752,ΠΑΓΚΡΑΤΙ,0.5816,0,Moderate
29729536,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.4679,0,Moderate
29734611,ΑΚΡΟΠΟΛΗ,0.9435,1,High
29736302,ΚΟΛΩΝΑΚΙ,0.4527,0,Moderate
29737094,ΚΟΛΩΝΑΚΙ,0.3513,0,Low
29742587,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.5795,0,Moderate
29754712,ΒΟΤΑΝΙΚΟΣ,0.9854,1,High
29758678,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2331,0,Low
29767289,ΠΑΓΚΡΑΤΙ,0.8086,1,High
29777267,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.3706,0,Low
29792711,ΣΕΠΟΛΙΑ,0.9676,1,High
29798791,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9926,1,High
29799905,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9902,1,High
29810117,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1145,0,Low
29820608,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2931,0,Low
29822910,ΝΕΟΣ ΚΟΣΜΟΣ,0.9417,1,High
29841557,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.981,1,High
29871616,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9878,1,High
29895535,ΑΚΡΟΠΟΛΗ,0.3317,0,Low
29895560,ΚΟΛΩΝΑΚΙ,0.3456,0,Low
29914464,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.2938,0,Low
29933637,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.976,1,High
29957140,ΚΕΡΑΜΕΙΚΟΣ,0.1532,0,Low
29962701,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2532,0,Low
29982419,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9899,1,High
30000239,ΚΟΛΩΝΑΚΙ,0.9055,1,High
30002781,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.1741,0,Low
30006602,ΘΗΣΕΙΟ,0.1341,0,Low
30011086,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9396,1,High
30012109,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.277,0,Low
30027258,ΑΚΡΟΠΟΛΗ,0.1772,0,Low
30032049,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1983,0,Low
30034191,ΠΟΛΥΓΩΝΟ,0.3532,0,Low
30034456,ΓΟΥΔΙ,0.9181,1,High
30052958,ΚΟΛΩΝΑΚΙ,0.102,0,Low
30057760,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9569,1,High
30088078,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.29,0,Low
30116663,ΝΕΟΣ ΚΟΣΜΟΣ,0.2287,0,Low
30123401,ΓΚΥΖΗ,0.237,0,Low
30125320,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.6968,0,Moderate
30140315,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.7442,1,High
30142523,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4005,0,Moderate
30146528,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1256,0,Low
30170000,ΚΟΛΩΝΑΚΙ,0.2681,0,Low
30178142,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.7762,1,High
30191029,ΝΕΟΣ ΚΟΣΜΟΣ,0.0562,0,Low
30193899,ΚΕΡΑΜΕΙΚΟΣ,0.718,1,High
30194972,ΚΟΛΩΝΑΚΙ,0.2742,0,Low
30195411,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1268,0,Low
30221476,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9952,1,High
30232733,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1386,0,Low
30265562,ΑΝΩ ΚΥΨΕΛΗ,0.9741,1,High
30268642,ΚΕΡΑΜΕΙΚΟΣ,0.7928,1,High
30269649,ΝΕΟΣ ΚΟΣΜΟΣ,0.7251,1,High
30270740,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1409,0,Low
30273577,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.3798,0,Low
30279544,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2203,0,Low
30283317,ΚΕΡΑΜΕΙΚΟΣ,0.6812,0,Moderate
30284619,ΚΕΡΑΜΕΙΚΟΣ,0.7022,1,High
30285410,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3021,0,Low
30285774,ΚΕΡΑΜΕΙΚΟΣ,0.5074,0,Moderate
30286383,ΚΕΡΑΜΕΙΚΟΣ,0.7754,1,High
30286826,ΚΕΡΑΜΕΙΚΟΣ,0.5309,0,Moderate
30287707,ΚΕΡΑΜΕΙΚΟΣ,0.7277,1,High
30287993,ΝΕΟΣ ΚΟΣΜΟΣ,0.27,0,Low
30304531,ΘΗΣΕΙΟ,0.9512,1,High
30304976,ΘΗΣΕΙΟ,0.21,0,Low
30306581,ΘΗΣΕΙΟ,0.988,1,High
30332807,ΠΑΓΚΡΑΤΙ,0.2717,0,Low
30342328,ΝΕΟΣ ΚΟΣΜΟΣ,0.4003,0,Moderate
30349359,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2416,0,Low
30362207,ΘΗΣΕΙΟ,0.875,1,High
30364342,ΘΗΣΕΙΟ,0.2583,0,Low
30365071,ΘΗΣΕΙΟ,0.8753,1,High
30366050,ΘΗΣΕΙΟ,0.9379,1,High
30366581,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.9659,1,High
30370024,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.145,0,Low
30385286,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.5284,0,Moderate
30390777,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.2174,0,Low
30391533,ΝΕΟΣ ΚΟΣΜΟΣ,0.9755,1,High
30415140,ΘΗΣΕΙΟ,0.1577,0,Low
30416134,ΘΗΣΕΙΟ,0.9143,1,High
30416472,ΘΗΣΕΙΟ,0.9484,1,High
30419466,ΑΚΡΟΠΟΛΗ,0.0859,0,Low
30439267,ΝΕΟΣ ΚΟΣΜΟΣ,0.919,1,High
30440625,ΝΕΟΣ ΚΟΣΜΟΣ,0.5809,0,Moderate
30441615,ΝΕΟΣ ΚΟΣΜΟΣ,0.4161,0,Moderate
30454502,ΝΕΟΣ ΚΟΣΜΟΣ,0.9801,1,High
30469111,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9775,1,High
30494947,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1739,0,Low
30497982,ΓΚΥΖΗ,0.1754,0,Low
30506741,ΑΜΠΕΛΟΚΗΠΟΙ,0.2144,0,Low
30509294,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4679,0,Moderate
30517121,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1764,0,Low
30518985,ΓΚΥΖΗ,0.7181,1,High
30558144,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9839,1,High
30581980,ΚΕΡΑΜΕΙΚΟΣ,0.2318,0,Low
30584072,ΝΕΑ ΚΥΨΕΛΗ,0.8966,1,High
30616019,ΚΕΡΑΜΕΙΚΟΣ,0.1648,0,Low
30617520,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9407,1,High
30628615,ΚΕΡΑΜΕΙΚΟΣ,0.9776,1,High
30638600,ΚΟΛΩΝΟΣ,0.9503,1,High
30691003,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9896,1,High
30693768,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9869,1,High
30712288,ΝΕΟΣ ΚΟΣΜΟΣ,0.3664,0,Low
30731288,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.8486,1,High
30733573,ΚΕΡΑΜΕΙΚΟΣ,0.9915,1,High
30739473,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1624,0,Low
30744454,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.1646,0,Low
30763426,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.755,1,High
30768647,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,0.9576,1,High
30812519,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9813,1,High
30850552,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9949,1,High
30854835,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.179,0,Low
30871043,ΑΜΠΕΛΟΚΗΠΟΙ,0.3427,0,Low
30902346,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.1585,0,Low
30903535,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.8339,1,High
30917034,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2354,0,Low
30922142,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.7323,1,High
30922575,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4097,0,Moderate
30924926,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.9769,1,High
30926552,ΠΑΓΚΡΑΤΙ,0.4559,0,Moderate
30926572,ΠΑΓΚΡΑΤΙ,0.4741,0,Moderate
30926888,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.7777,1,High
30927341,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.8274,1,High
30970607,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1127,0,Low
30971578,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2914,0,Low
31011318,ΠΑΤΗΣΙΑ,0.9072,1,High
31080587,ΓΚΑΖΙ,0.6306,0,Moderate
31082746,ΝΕΟΣ ΚΟΣΜΟΣ,0.4676,0,Moderate
31084151,ΑΜΠΕΛΟΚΗΠΟΙ,0.6704,0,Moderate
31084205,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9875,1,High
31084530,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9865,1,High
31086541,ΑΚΡΟΠΟΛΗ,0.1262,0,Low
31102252,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.836,1,High
31111098,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.0935,0,Low
31132507,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4803,0,Moderate
31133791,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9679,1,High
31139423,ΝΕΟΣ ΚΟΣΜΟΣ,0.3996,0,Low
31141565,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9618,1,High
31157447,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.5801,0,Moderate
31180902,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.4287,0,Moderate
31187151,ΝΕΟΣ ΚΟΣΜΟΣ,0.2229,0,Low
31195855,ΚΥΨΕΛΗ,0.2273,0,Low
31199127,ΝΕΟΣ ΚΟΣΜΟΣ,0.2889,0,Low
31224544,ΝΕΟΣ ΚΟΣΜΟΣ,0.9785,1,High
31272151,ΙΛΙΣΙΑ,0.8237,1,High
31272786,ΑΝΩ ΚΥΨΕΛΗ,0.3169,0,Low
31273010,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.7874,1,High
31275179,ΝΕΟΣ ΚΟΣΜΟΣ,0.9878,1,High
31290063,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.3054,0,Low
31300825,ΝΕΟΣ ΚΟΣΜΟΣ,0.3827,0,Low
31301233,ΣΕΠΟΛΙΑ,0.8225,1,High
31302201,ΝΕΟΣ ΚΟΣΜΟΣ,0.9833,1,High
31355685,ΝΕΟΣ ΚΟΣΜΟΣ,0.2011,0,Low
31355945,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8632,1,High
31368629,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1906,0,Low
31370797,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.6349,0,Moderate
31371214,ΚΟΛΩΝΑΚΙ,0.2401,0,Low
31385105,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2743,0,Low
31385165,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9687,1,High
31397885,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.4844,0,Moderate
31425429,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9764,1,High
31431612,ΚΥΨΕΛΗ,0.9851,1,High
31433212,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9912,1,High
31435497,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.8203,1,High
31450371,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.994,1,High
31454840,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1534,0,Low
31477860,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9912,1,High
31482659,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3431,0,Low
31483156,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.518,0,Moderate
31485191,ΝΕΟΣ ΚΟΣΜΟΣ,0.7938,1,High
31486255,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1538,0,Low
31502704,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4371,0,Moderate
31509474,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.7373,1,High
31509785,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8876,1,High
31514998,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9958,1,High
31558982,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.5952,0,Moderate
31560982,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8559,1,High
31561260,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9581,1,High
31564129,ΝΕΟΣ ΚΟΣΜΟΣ,0.9473,1,High
31581833,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.6372,0,Moderate
31608783,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2727,0,Low
31614341,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2987,0,Low
31620720,ΝΕΟΣ ΚΟΣΜΟΣ,0.2303,0,Low
31623019,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.1786,0,Low
31625499,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.9936,1,High
31631356,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2472,0,Low
31663107,ΛΥΚΑΒΗΤΤΟΣ,0.3657,0,Low
31667952,ΖΑΠΠΕΙΟ,0.7015,1,High
31705944,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.1841,0,Low
31733824,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.8783,1,High
31801770,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9902,1,High
31820075,ΝΕΟΣ ΚΟΣΜΟΣ,0.3919,0,Low
31820104,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2899,0,Low
31820135,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8614,1,High
31846151,ΝΕΟΣ ΚΟΣΜΟΣ,0.2837,0,Low
31847180,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.9579,1,High
31847373,ΚΟΛΩΝΑΚΙ,0.3686,0,Low
31850427,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9832,1,High
31852595,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.189,0,Low
31853774,ΑΜΠΕΛΟΚΗΠΟΙ,0.7839,1,High
31868402,ΠΑΓΚΡΑΤΙ,0.8564,1,High
31869724,ΘΗΣΕΙΟ,0.4954,0,Moderate
31870536,ΘΗΣΕΙΟ,0.4943,0,Moderate
31872857,ΠΑΓΚΡΑΤΙ,0.5464,0,Moderate
31873841,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9657,1,High
31875498,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.194,0,Low
31877657,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.2934,0,Low
31890838,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.577,0,Moderate
31891695,ΝΕΟΣ ΚΟΣΜΟΣ,0.5006,0,Moderate
31913301,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2514,0,Low
31916507,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2869,0,Low
31943647,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1078,0,Low
31977943,ΓΚΑΖΙ,0.1854,0,Low
31982837,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2282,0,Low
31985529,ΓΚΥΖΗ,0.8138,1,High
31998345,ΑΚΡΟΠΟΛΗ,0.1199,0,Low
32005108,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4439,0,Moderate
32005782,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1968,0,Low
32011891,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.1639,0,Low
32016526,ΚΟΛΩΝΑΚΙ,0.9039,1,High
32033154,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.4498,0,Moderate
32034540,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9904,1,High
32040485,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4094,0,Moderate
32040793,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9872,1,High
32052101,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0974,0,Low
32083132,ΖΑΠΠΕΙΟ,0.0678,0,Low
32084720,ΝΕΟΣ ΚΟΣΜΟΣ,0.1432,0,Low
32113299,ΑΜΠΕΛΟΚΗΠΟΙ,0.9008,1,High
32122730,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.6298,0,Moderate
32127098,ΓΟΥΔΙ,0.9333,1,High
32174029,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.5062,0,Moderate
32174979,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1842,0,Low
32185693,ΚΟΛΩΝΑΚΙ,0.8564,1,High
32203745,ΑΜΠΕΛΟΚΗΠΟΙ,0.8637,1,High
32210710,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9915,1,High
32226813,ΝΕΟΣ ΚΟΣΜΟΣ,0.1856,0,Low
32229006,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9839,1,High
32269156,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.986,1,High
32277204,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,0.1103,0,Low
32288131,ΝΙΡΒΑΝΑ,0.498,0,Moderate
32305083,ΘΗΣΕΙΟ,0.9696,1,High
32312609,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.1343,0,Low
32322508,ΓΚΥΖΗ,0.2798,0,Low
32331487,ΑΜΠΕΛΟΚΗΠΟΙ,0.9567,1,High
32336589,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2633,0,Low
32337810,ΑΝΩ ΚΥΨΕΛΗ,0.9704,1,High
32345229,ΓΟΥΔΙ,0.4569,0,Moderate
32353232,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.385,0,Low
32356399,ΓΟΥΔΙ,0.4112,0,Moderate
32360679,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.4035,0,Moderate
32393154,ΚΟΛΩΝΑΚΙ,0.989,1,High
32397207,ΠΕΔΙΟ ΑΡΕΩΣ,0.979,1,High
32410299,ΚΕΡΑΜΕΙΚΟΣ,0.9204,1,High
32411926,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.5678,0,Moderate
32414198,ΘΗΣΕΙΟ,0.1334,0,Low
32456454,ΚΟΛΩΝΑΚΙ,0.3701,0,Low
32463338,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.921,1,High
32482765,ΘΗΣΕΙΟ,0.9237,1,High
32485016,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.4917,0,Moderate
32497056,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.964,1,High
32512512,ΠΑΓΚΡΑΤΙ,0.3123,0,Low
32512782,ΚΟΛΩΝΟΣ,0.192,0,Low
32513538,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9423,1,High
32518486,ΓΟΥΔΙ,0.9601,1,High
32520356,ΝΙΡΒΑΝΑ,0.1558,0,Low
32522584,ΠΕΔΙΟ ΑΡΕΩΣ,0.5646,0,Moderate
32524733,ΝΕΟΣ ΚΟΣΜΟΣ,0.1743,0,Low
32534674,ΚΟΛΟΚΥΝΘΟΥ,0.9545,1,High
32563725,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2734,0,Low
32568095,ΝΕΟΣ ΚΟΣΜΟΣ,0.0827,0,Low
32568213,ΝΕΟΣ ΚΟΣΜΟΣ,0.4707,0,Moderate
32579674,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.709,1,High
32628197,ΖΑΠΠΕΙΟ,0.1577,0,Low
32637907,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.712,1,High
32649434,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9174,1,High
32649496,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.717,1,High
32649552,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9298,1,High
32649762,ΑΝΩ ΚΥΨΕΛΗ,0.2301,0,Low
