listing_id,neighbourhood,risk_probability,high_risk_flag,risk_band
33945,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.151,0,Low
49489,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9755,1,High
60394,ΣΤΑΔΙΟ,0.614,0,Moderate
154243,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.7564,1,High
155654,ΑΚΡΟΠΟΛΗ,0.931,1,High
306234,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0531,0,Low
308157,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.873,1,High
361393,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9895,1,High
401423,ΑΚΡΟΠΟΛΗ,0.0625,0,Low
469140,ΘΗΣΕΙΟ,0.9744,1,High
474719,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9886,1,High
484925,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1125,0,Low
485570,ΑΚΡΟΠΟΛΗ,0.6736,0,Moderate
496561,ΑΚΡΟΠΟΛΗ,0.8992,1,High
536123,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.8158,1,High
536197,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.6948,0,Moderate
565235,ΠΕΤΡΑΛΩΝΑ,0.9154,1,High
571876,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9819,1,High
590287,ΠΡΟΜΠΟΝΑ,0.3422,0,Low
593916,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3251,0,Low
631150,ΑΚΡΟΠΟΛΗ,0.987,1,High
644785,ΓΚΑΖΙ,0.1845,0,Low
691025,ΣΤΑΔΙΟ,0.8312,1,High
695173,ΝΕΟΣ ΚΟΣΜΟΣ,0.9882,1,High
702480,ΚΟΛΩΝΟΣ,0.3183,0,Low
709960,ΘΗΣΕΙΟ,0.188,0,Low
711554,ΑΚΡΟΠΟΛΗ,0.1658,0,Low
718941,ΠΑΓΚΡΑΤΙ,0.5434,0,Moderate
724485,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.2593,0,Low
727374,ΝΙΡΒΑΝΑ,0.3018,0,Low
752058,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.9665,1,High
767272,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.4721,0,Moderate
784414,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9875,1,High
800755,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0862,0,Low
807239,ΑΝΩ ΠΑΤΗΣΙΑ,0.6667,0,Moderate
809874,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.229,0,Low
866381,ΝΕΟΣ ΚΟΣΜΟΣ,0.2076,0,Low
896212,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0798,0,Low
905315,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0532,0,Low
912425,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9783,1,High
947552,ΚΟΛΩΝΑΚΙ,0.7382,1,High
974442,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9919,1,High
1004858,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.5668,0,Moderate
1021237,ΚΟΛΩΝΑΚΙ,0.2629,0,Low
1116076,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1733,0,Low
1177492,ΖΑΠΠΕΙΟ,0.1826,0,Low
1208210,ΑΚΡΟΠΟΛΗ,0.0724,0,Low
1214643,ΑΜΠΕΛΟΚΗΠΟΙ,0.1028,0,Low
1215055,ΑΚΡΟΠΟΛΗ,0.2919,0,Low
1216176,ΑΚΡΟΠΟΛΗ,0.3485,0,Low
1238291,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8228,1,High
1245373,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9356,1,High
1259830,ΚΕΡΑΜΕΙΚΟΣ,0.1955,0,Low
1271620,ΠΕΤΡΑΛΩΝΑ,0.8564,1,High
1286210,ΑΜΠΕΛΟΚΗΠΟΙ,0.4003,0,Moderate
1315027,ΙΛΙΣΙΑ,0.9876,1,High
1372935,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.889,1,High
1374299,ΝΙΡΒΑΝΑ,0.1269,0,Low
1470809,ΑΚΡΟΠΟΛΗ,0.5988,0,Moderate
1473284,ΑΚΡΟΠΟΛΗ,0.6219,0,Moderate
1484797,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9561,1,High
1499953,ΛΥΚΑΒΗΤΤΟΣ,0.321,0,Low
1529526,ΚΟΛΩΝΟΣ,0.2454,0,Low
1568065,ΚΟΛΩΝΑΚΙ,0.523,0,Moderate
1615453,ΒΟΤΑΝΙΚΟΣ,0.9578,1,High
1654320,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9882,1,High
1672696,ΒΟΤΑΝΙΚΟΣ,0.4075,0,Moderate
1708578,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9644,1,High
1728675,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.3701,0,Low
1734269,ΝΕΟΣ ΚΟΣΜΟΣ,0.4521,0,Moderate
1743425,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.3342,0,Low
1826249,ΓΚΥΖΗ,0.1885,0,Low
1845240,ΠΑΓΚΡΑΤΙ,0.9694,1,High
1900810,ΚΟΛΩΝΑΚΙ,0.7294,1,High
2025216,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.7213,1,High
2064939,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8953,1,High
2069270,ΚΟΛΩΝΑΚΙ,0.471,0,Moderate
2096863,ΚΟΛΩΝΑΚΙ,0.6117,0,Moderate
2133917,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.9218,1,High
2180753,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0686,0,Low
2219385,ΣΤΑΔΙΟ,0.9386,1,High
2235818,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9268,1,High
2266094,ΓΚΥΖΗ,0.9237,1,High
2299339,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1856,0,Low
2305770,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2113,0,Low
2322698,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2846,0,Low
2513822,ΝΕΟΣ ΚΟΣΜΟΣ,0.3284,0,Low
2534822,ΛΥΚΑΒΗΤΤΟΣ,0.4813,0,Moderate
2551382,ΙΛΙΣΙΑ,0.9759,1,High
2579525,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.4464,0,Moderate
2618140,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1952,0,Low
2630315,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3282,0,Low
2642944,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,0.3763,0,Low
2667852,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9507,1,High
2668122,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9769,1,High
2725897,ΠΑΓΚΡΑΤΙ,0.0855,0,Low
2751269,ΠΑΓΚΡΑΤΙ,0.0964,0,Low
2822037,ΑΜΠΕΛΟΚΗΠΟΙ,0.7564,1,High
2841806,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2611,0,Low
2844923,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1524,0,Low
2912133,ΓΟΥΒΑ,0.9881,1,High
2920545,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.146,0,Low
2948623,ΒΟΤΑΝΙΚΟΣ,0.943,1,High
2953049,ΠΑΓΚΡΑΤΙ,0.3582,0,Low
2973483,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9946,1,High
3036157,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0871,0,Low
3107136,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9822,1,High
3150921,ΘΗΣΕΙΟ,0.9858,1,High
3179431,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.592,0,Moderate
3179713,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8234,1,High
3180437,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.574,0,Moderate
3180549,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.7861,1,High
3180588,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.8124,1,High
3191191,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9229,1,High
3288510,ΝΕΟΣ ΚΟΣΜΟΣ,0.9382,1,High
3402831,ΙΛΙΣΙΑ,0.9802,1,High
3431705,ΘΗΣΕΙΟ,0.0934,0,Low
3435208,ΚΕΡΑΜΕΙΚΟΣ,0.3087,0,Low
3455329,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9952,1,High
3461034,ΑΜΠΕΛΟΚΗΠΟΙ,0.4487,0,Moderate
3489508,ΚΕΡΑΜΕΙΚΟΣ,0.1883,0,Low
3517805,ΠΕΤΡΑΛΩΝΑ,0.262,0,Low
3631750,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4045,0,Moderate
3659371,ΘΗΣΕΙΟ,0.7466,1,High
3704577,ΑΚΡΟΠΟΛΗ,0.9732,1,High
3729343,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.9539,1,High
3759135,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9865,1,High
3770848,ΑΚΡΟΠΟΛΗ,0.9763,1,High
3831850,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9893,1,High
3832141,ΑΜΠΕΛΟΚΗΠΟΙ,0.6695,0,Moderate
3913946,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0599,0,Low
3940117,ΓΚΥΖΗ,0.1942,0,Low
4094400,ΑΚΡΟΠΟΛΗ,0.9775,1,High
4102498,ΑΝΩ ΚΥΨΕΛΗ,0.7224,1,High
4119683,ΘΗΣΕΙΟ,0.1572,0,Low
4160750,ΙΛΙΣΙΑ,0.955,1,High
4175883,ΚΟΛΩΝΟΣ,0.9714,1,High
4178088,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.927,1,High
4189994,ΚΟΛΩΝΑΚΙ,0.2448,0,Low
4245658,ΚΥΨΕΛΗ,0.9627,1,High
4246787,ΑΚΡΟΠΟΛΗ,0.9848,1,High
4253959,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.4959,0,Moderate
4390763,ΑΚΡΟΠΟΛΗ,0.9906,1,High
4399187,ΛΥΚΑΒΗΤΤΟΣ,0.9379,1,High
4414411,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9843,1,High
4443443,ΚΕΡΑΜΕΙΚΟΣ,0.9191,1,High
4453537,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.9599,1,High
4463531,ΚΟΛΩΝΟΣ,0.9671,1,High
4619721,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.2054,0,Low
4649848,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9964,1,High
4670971,ΚΥΨΕΛΗ,0.612,0,Moderate
4748673,ΝΕΟΣ ΚΟΣΜΟΣ,0.9403,1,High
4766077,ΚΟΛΩΝΑΚΙ,0.2275,0,Low
4939649,ΝΕΟΣ ΚΟΣΜΟΣ,0.2976,0,Low
5025556,ΖΑΠΠΕΙΟ,0.051,0,Low
5029402,ΠΕΤΡΑΛΩΝΑ,0.3564,0,Low
5071690,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.192,0,Low
5130753,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.5379,0,Moderate
5181111,ΑΚΡΟΠΟΛΗ,0.2287,0,Low
5188935,ΑΚΡΟΠΟΛΗ,0.448,0,Moderate
5196621,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.3043,0,Low
5266430,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0681,0,Low
5428088,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9929,1,High
5476645,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3347,0,Low
5508232,ΒΟΤΑΝΙΚΟΣ,0.7759,1,High
5622755,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2761,0,Low
5652131,ΘΗΣΕΙΟ,0.4008,0,Moderate
5662266,ΑΚΡΟΠΟΛΗ,0.6942,0,Moderate
5676228,ΠΑΓΚΡΑΤΙ,0.9897,1,High
5683244,ΙΛΙΣΙΑ,0.9685,1,High
5710721,ΚΕΡΑΜΕΙΚΟΣ,0.4517,0,Moderate
5732674,ΘΗΣΕΙΟ,0.1428,0,Low
5744553,ΚΕΡΑΜΕΙΚΟΣ,0.9904,1,High
5745302,ΚΕΡΑΜΕΙΚΟΣ,0.9963,1,High
5765659,ΚΥΨΕΛΗ,0.195,0,Low
5783504,ΑΚΡΟΠΟΛΗ,0.0828,0,Low
5788192,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1587,0,Low
5793527,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.992,1,High
5854074,ΓΟΥΔΙ,0.2058,0,Low
5879722,ΑΚΡΟΠΟΛΗ,0.9388,1,High
5952349,ΝΕΟΣ ΚΟΣΜΟΣ,0.2944,0,Low
5989683,ΛΥΚΑΒΗΤΤΟΣ,0.9225,1,High
6008336,ΠΑΤΗΣΙΑ,0.7722,1,High
6039659,ΑΝΩ ΚΥΨΕΛΗ,0.4386,0,Moderate
6064808,ΑΚΡΟΠΟΛΗ,0.353,0,Low
6101477,ΚΥΨΕΛΗ,0.1702,0,Low
6125281,ΝΕΟΣ ΚΟΣΜΟΣ,0.9642,1,High
6145084,ΑΚΡΟΠΟΛΗ,0.2191,0,Low
6148073,ΛΥΚΑΒΗΤΤΟΣ,0.1653,0,Low
6163186,ΣΤΑΔΙΟ,0.9942,1,High
6194899,ΠΕΤΡΑΛΩΝΑ,0.6816,0,Moderate
6222877,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9915,1,High
6233675,ΚΟΛΩΝΑΚΙ,0.147,0,Low
6238580,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1347,0,Low
6240267,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.8594,1,High
6241150,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0968,0,Low
6241519,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9275,1,High
6276040,ΓΟΥΔΙ,0.2321,0,Low
6344685,ΚΥΨΕΛΗ,0.9955,1,High
6372321,ΠΕΤΡΑΛΩΝΑ,0.2859,0,Low
6396516,ΚΟΛΩΝΑΚΙ,0.2224,0,Low
6402075,ΠΕΔΙΟ ΑΡΕΩΣ,0.9773,1,High
6406712,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2167,0,Low
6468915,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9882,1,High
6485563,ΠΑΓΚΡΑΤΙ,0.1973,0,Low
6513276,ΑΚΡΟΠΟΛΗ,0.157,0,Low
6618384,ΑΚΡΟΠΟΛΗ,0.9811,1,High
6725282,ΑΜΠΕΛΟΚΗΠΟΙ,0.872,1,High
6725564,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1773,0,Low
6826083,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.2271,0,Low
6830986,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1285,0,Low
6840662,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.343,0,Low
6850682,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9735,1,High
6875721,ΚΟΛΩΝΑΚΙ,0.8188,1,High
6881456,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2031,0,Low
6899760,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0904,0,Low
6933242,ΑΜΠΕΛΟΚΗΠΟΙ,0.9811,1,High
6971162,ΕΛΛΗΝΟΡΩΣΩΝ,0.3585,0,Low
7047537,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.9813,1,High
7146143,ΚΟΛΩΝΑΚΙ,0.9682,1,High
7209432,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.5463,0,Moderate
7211619,ΑΚΡΟΠΟΛΗ,0.5899,0,Moderate
7257713,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.8424,1,High
7285676,ΒΟΤΑΝΙΚΟΣ,0.3291,0,Low
7346102,ΝΕΟΣ ΚΟΣΜΟΣ,0.6732,0,Moderate
7417715,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.7722,1,High
7457792,ΚΟΛΩΝΑΚΙ,0.0923,0,Low
7554682,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9603,1,High
7559058,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.3989,0,Low
7629370,ΝΕΑ ΚΥΨΕΛΗ,0.1588,0,Low
7629943,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.9765,1,High
7660689,ΚΕΡΑΜΕΙΚΟΣ,0.994,1,High
7691143,ΑΚΡΟΠΟΛΗ,0.08,0,Low
7731909,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.6743,0,Moderate
7778776,ΓΟΥΔΙ,0.5471,0,Moderate
7806479,ΚΟΛΩΝΑΚΙ,0.273,0,Low
7806633,ΚΟΛΩΝΑΚΙ,0.5383,0,Moderate
7834234,ΛΥΚΑΒΗΤΤΟΣ,0.4428,0,Moderate
7859388,ΝΕΟΣ ΚΟΣΜΟΣ,0.5933,0,Moderate
7871285,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3066,0,Low
7907302,ΚΕΡΑΜΕΙΚΟΣ,0.6493,0,Moderate
8026892,ΚΕΡΑΜΕΙΚΟΣ,0.3081,0,Low
8029633,ΠΑΓΚΡΑΤΙ,0.3222,0,Low
8111201,ΘΗΣΕΙΟ,0.155,0,Low
8247865,ΠΑΤΗΣΙΑ,0.8528,1,High
8322450,ΛΥΚΑΒΗΤΤΟΣ,0.3901,0,Low
8546315,ΑΚΡΟΠΟΛΗ,0.1184,0,Low
8567406,ΝΕΟΣ ΚΟΣΜΟΣ,0.0944,0,Low
8594460,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.9814,1,High
8641766,ΠΑΓΚΡΑΤΙ,0.26,0,Low
8657610,ΚΥΨΕΛΗ,0.7702,1,High
8678502,ΕΛΛΗΝΟΡΩΣΩΝ,0.9531,1,High
8767366,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.178,0,Low
8806684,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9781,1,High
8833510,ΙΛΙΣΙΑ,0.5048,0,Moderate
8835412,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.4844,0,Moderate
8857122,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9608,1,High
8895560,ΓΟΥΔΙ,0.9825,1,High
8907994,ΘΗΣΕΙΟ,0.1377,0,Low
8938319,ΠΑΓΚΡΑΤΙ,0.8435,1,High
8946786,ΚΕΡΑΜΕΙΚΟΣ,0.3613,0,Low
8966105,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9022,1,High
8982912,ΚΕΡΑΜΕΙΚΟΣ,0.4309,0,Moderate
9113325,ΠΕΤΡΑΛΩΝΑ,0.22,0,Low
9176077,ΠΑΤΗΣΙΑ,0.4998,0,Moderate
9178630,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.7895,1,High
9203875,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.9892,1,High
9206258,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9941,1,High
9209461,ΑΜΠΕΛΟΚΗΠΟΙ,0.585,0,Moderate
9212877,ΘΗΣΕΙΟ,0.9912,1,High
9291989,ΛΥΚΑΒΗΤΤΟΣ,0.0689,0,Low
9337716,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.943,1,High
9447094,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1929,0,Low
9471586,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,0.0721,0,Low
9486927,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.7546,1,High
9504207,ΓΟΥΔΙ,0.9662,1,High
9504857,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.3565,0,Low
9510598,ΘΗΣΕΙΟ,0.2491,0,Low
9525227,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.5166,0,Moderate
9541663,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4652,0,Moderate
9548700,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.4332,0,Moderate
9548843,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9873,1,High
9619045,ΝΕΟΣ ΚΟΣΜΟΣ,0.2898,0,Low
9643833,ΠΑΤΗΣΙΑ,0.4619,0,Moderate
9656826,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.1995,0,Low
9711346,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.1379,0,Low
9745267,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9951,1,High
9768981,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.6191,0,Moderate
9770854,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.124,0,Low
9844087,ΑΚΡΟΠΟΛΗ,0.9838,1,High
9876310,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.197,0,Low
9916154,ΛΥΚΑΒΗΤΤΟΣ,0.5141,0,Moderate
9958511,ΓΚΥΖΗ,0.9938,1,High
9970367,ΝΕΑ ΚΥΨΕΛΗ,0.4866,0,Moderate
10027906,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9975,1,High
10045648,ΝΕΟΣ ΚΟΣΜΟΣ,0.1089,0,Low
10130785,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.188,0,Low
10188217,ΚΟΛΩΝΑΚΙ,0.8627,1,High
10257772,ΚΟΛΩΝΟΣ,0.3537,0,Low
10271608,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.9473,1,High
10325584,ΣΤΑΔΙΟ,0.1759,0,Low
10349116,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.0797,0,Low
10354786,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.2895,0,Low
10374154,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.9887,1,High
10382889,ΠΕΤΡΑΛΩΝΑ,0.3078,0,Low
10400201,ΣΤΑΔΙΟ,0.1501,0,Low
10447814,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.9826,1,High
10473625,ΚΟΛΩΝΑΚΙ,0.2379,0,Low
